Names,Categories,Categories_code,ScrapData
Half-life,Physics,2,"Half-life (symbol t1⁄2) is the time required for a quantity to reduce to half of its initial value. The term is commonly used in nuclear physics to describe how quickly unstable atoms undergo, or how long stable atoms survive, radioactive decay. The term is also used more generally to characterize any type of exponential or non-exponential decay. For example, the medical sciences refer to the biological half-life of drugs and other chemicals in the human body. The converse of half-life is doubling time.
 The original term, half-life period, dating to Ernest Rutherford's discovery of the principle in 1907, was shortened to half-life in the early 1950s.[1] Rutherford applied the principle of a radioactive element's half-life to studies of age determination of rocks by measuring the decay period of radium to lead-206.
 Half-life is constant over the lifetime of an exponentially decaying quantity, and it is a characteristic unit for the exponential decay equation. The accompanying table shows the reduction of a quantity as a function of the number of half-lives elapsed.
"
Hamilton%27s_principle,Physics,2,"In physics, Hamilton's principle is William Rowan Hamilton's formulation of the principle of stationary action. (See that article for historical formulations.) It states that the dynamics of a physical system are determined by a variational problem for a functional based on a single function, the Lagrangian, which contains all physical information concerning the system and the forces acting on it. The variational problem is equivalent to and allows for the derivation of the differential equations of motion of the physical system.  Although formulated originally for classical mechanics, Hamilton's principle also applies to classical fields such as the electromagnetic and gravitational fields, and plays an important role in quantum mechanics, quantum field theory and criticality theories.
"
Hamiltonian_mechanics,Physics,2,"Hamiltonian mechanics is a mathematically sophisticated formulation of classical mechanics. Historically, it contributed to the formulation of statistical mechanics and quantum mechanics. Hamiltonian mechanics was first formulated by William Rowan Hamilton in 1833, starting from Lagrangian mechanics, a previous reformulation of classical mechanics introduced by Joseph Louis Lagrange in 1788. Like Lagrangian mechanics, Hamiltonian mechanics is equivalent to Newton's laws of motion in the framework of classical mechanics.
"
Harmonic_mean,Physics,2,"In mathematics, the harmonic mean (sometimes called the subcontrary mean) is one of several kinds of average, and in particular, one of the Pythagorean means. Typically, it is appropriate for situations when the average of rates is desired.
 The harmonic mean can be expressed as the reciprocal of the arithmetic mean of the reciprocals of the given set of observations. As a simple example, the harmonic mean of 1, 4, and 4 is
"
Heat,Physics,2,"
 In thermodynamics, heat is energy in transfer to or from a thermodynamic system, by mechanisms other than thermodynamic work or transfer of matter.[1][2][3][4][5][6][7] The various mechanisms of energy transfer that define heat are stated in the next section of this article.
 Like thermodynamic  work, heat transfer is a process involving more than one system, not a property of any one system. In thermodynamics, energy transferred as heat contributes to change in the system's cardinal energy variable of state, for example its internal energy, or for example its enthalpy. This is to be distinguished from the ordinary language conception of heat as a property of an isolated system.
 The quantity of energy transferred as heat in a process is the amount of transferred energy excluding any thermodynamic work that was done and any energy contained in matter transferred. For the precise definition of heat, it is necessary that it occur by a path that does not include transfer of matter.[8] Though not immediately by the definition, but in special kinds of process, quantity of energy transferred as heat can be measured by its effect on the states of interacting bodies. For example, respectively in special circumstances, heat transfer can be measured by the amount of ice melted, or by change in temperature of a body in the surroundings of the system.[9] Such methods are called calorimetry.
 The conventional symbol used to represent the amount of heat transferred in a thermodynamic process is Q. As an amount of energy (being transferred),  the SI unit of heat is the joule (J). 
"
Heat_transfer,Physics,2,"
 Heat transfer is a discipline of thermal engineering that concerns the generation, use, conversion, and exchange of thermal energy (heat) between physical systems. Heat transfer is classified into various mechanisms, such as thermal conduction, thermal convection, thermal radiation, and transfer of energy by phase changes. Engineers also consider the transfer of mass of differing chemical species, either cold or hot, to achieve heat transfer. While these mechanisms have distinct characteristics, they often occur simultaneously in the same system.
 Heat conduction, also called diffusion, is the direct microscopic exchange of kinetic energy of particles through the boundary between two systems. When an object is at a different temperature from another body or its surroundings, heat flows so that the body and the surroundings reach the same temperature, at which point they are in thermal equilibrium. Such spontaneous heat transfer always occurs from a region of high temperature to another region of lower temperature, as described in the second law of thermodynamics.
 Heat convection occurs when bulk flow of a fluid (gas or liquid) carries heat along with the flow of matter in the fluid. The flow of fluid may be forced by external processes, or sometimes (in gravitational fields) by buoyancy forces caused when thermal energy expands the fluid (for example in a fire plume), thus influencing its own transfer. The latter process is often called ""natural convection"". All convective processes also move heat partly by diffusion, as well. Another form of convection is forced convection. In this case the fluid is forced to flow by use of a pump, fan or other mechanical means.
 Thermal radiation occurs through a vacuum or any transparent medium (solid or fluid or gas). It is the transfer of energy by means of photons in electromagnetic waves governed by the same laws.[1]"
Helmholtz_free_energy,Physics,2,"In thermodynamics, the Helmholtz free energy is a thermodynamic potential that measures the useful work obtainable from a closed thermodynamic system at a constant temperature and volume (isothermal, isochoric). The negative of the change in the Helmholtz energy during a process is equal to the maximum amount of work that the system can perform in a thermodynamic process in which volume is held constant. If the volume were not held constant, part of this work would be performed as boundary work. This makes the Helmholtz energy useful for systems held at constant volume. Furthermore, at constant temperature, the Helmholtz free energy is minimized at equilibrium.
 In contrast, the Gibbs free energy or free enthalpy is most commonly used as a measure of thermodynamic potential (especially in chemistry) when it is convenient for applications that occur at constant pressure.  For example, in explosives research Helmholtz free energy is often used, since explosive reactions by their nature induce pressure changes. It is also frequently used to define fundamental equations of state of pure substances.
 The concept of free energy was developed by Hermann von Helmholtz, a German physicist, and first presented in 1882 in a lecture called ""On the thermodynamics of chemical processes"".[1] From the German word Arbeit (work), the International Union of Pure and Applied Chemistry (IUPAC) recommends the symbol A and the name Helmholtz energy.[2] In physics, the symbol F is also used in reference to free energy or Helmholtz function.
"
Henderson%E2%80%93Hasselbalch_equation,Physics,2,"In chemistry and biochemistry, the Henderson–Hasselbalch equation
 can be used to estimate the pH of a buffer solution. The numerical value of the acid dissociation constant, Ka, of the acid is known or assumed. The pH is calculated for given values of the concentrations of the acid, HA and of a salt, MA, of its conjugate base, A−; for example, the solution may contain acetic acid and sodium acetate.
"
Henry%27s_law,Physics,2,"In physical chemistry, Henry's law is a gas law that states that the amount of dissolved gas in a liquid is proportional to its partial pressure above the liquid. The proportionality factor is called Henry's law constant. It was formulated by the English chemist William Henry, who studied the topic in the early 19th century. In his publication about the quantity of gases absorbed by water,[1] he described the results of his experiments:
 … water takes up, of gas condensed by one, two, or more additional atmospheres, a quantity which, ordinarily compressed, would be equal to twice, thrice, &c. the volume absorbed under the common pressure of the atmosphere. An example where Henry's law is at play is in the depth-dependent dissolution of oxygen and nitrogen in the blood of underwater divers that changes during decompression, leading to decompression sickness. An everyday example is given by one's experience with carbonated soft drinks, which contain dissolved carbon dioxide. Before opening, the gas above the drink in its container is almost pure carbon dioxide, at a pressure higher than atmospheric pressure. After the bottle is opened, this gas escapes, moving the partial pressure of carbon dioxide above the liquid to be much lower, resulting in degassing as the dissolved carbon dioxide comes out of solution.
"
Hertz,Physics,2,"
 The hertz (symbol: Hz) is the derived unit of frequency in the International System of Units (SI) and is defined as one cycle per second.[1] It is named after Heinrich Rudolf Hertz, the first person to provide conclusive proof of the existence of electromagnetic waves. Hertz are commonly expressed in multiples: kilohertz (103 Hz, kHz), megahertz (106 Hz, MHz), gigahertz (109 Hz, GHz), terahertz (1012 Hz, THz), petahertz (1015 Hz, PHz),  exahertz (1018 Hz, EHz),
and zettahertz (1021 Hz, ZHz).
 Some of the unit's most common uses are in the description of sine waves and musical tones, particularly those used in radio- and audio-related applications. It is also used to describe the clock speeds at which computers and other electronics are driven. The units are sometimes also used as a representation of energy, via the photon energy equation (E=hν), with one hertz equivalent to h joules.
"
Higgs_boson,Physics,2,"
 The Higgs boson is an elementary particle in the Standard Model of particle physics, produced by the quantum excitation of the Higgs field,[8][9] one of the fields in particle physics theory.[9] It is named after physicist Peter Higgs, who in 1964, along with five other scientists, proposed the Higgs mechanism to explain why particles have mass. This mechanism implies the existence of the Higgs boson. The Higgs boson was initially discovered as a new particle in 2012 by the ATLAS and CMS collaborations based on collisions in the LHC at CERN, and the new particle was subsequently confirmed to match the expected properties of a Higgs boson over the following years.
 
 On 10 December 2013, two of the physicists, Peter Higgs and François Englert, were awarded the Nobel Prize in Physics for their theoretical predictions. Although Higgs's name has come to be associated with this theory (the Higgs mechanism), several researchers between about 1960 and 1972 independently developed different parts of it.
 In mainstream media the Higgs boson has often been called the ""God particle"", from a 1993 book on the topic,[10] although the nickname is strongly disliked by many physicists, including Higgs himself, who regard it as sensationalism.[11][12]"
Homeokinetics,Physics,2,"Homeokinetics is the study of self-organizing, complex systems.[1][2][3] Standard physics studies systems at separate levels, such as atomic physics, nuclear physics, biophysics, social physics, and galactic physics. Homeokinetic physics studies the up-down processes that bind these levels. Tools such as mechanics, quantum field theory, and the laws of thermodynamics provide the key relationships. The subject, described as the physics and thermodynamics associated with the up down movement between levels of systems, originated in the late 1970s work of American physicists Harry Soodak and Arthur Iberall. Complex systems are universes, galaxies, social systems, people, or even those that seem as simple as gases. The basic premise is that the entire universe consists of atomistic-like units bound in interactive ensembles to form systems, level by level, in a nested hierarchy. Homeokinetics treats all complex systems on an equal footing, animate and inanimate, providing them with a common viewpoint. The complexity in studying how they work is reduced by the emergence of common languages in all complex systems.[2]"
Horsepower,Physics,2,"Horsepower (hp) is a unit of measurement of power, or the rate at which work is done, usually in reference to the output of engines or motors. There are many different standards and types of horsepower. Two common definitions used today are the mechanical horsepower (or imperial horsepower), which is about 745.7 watts, and the metric horsepower, which is approximately 735.5 watts.
 The term was adopted in the late 18th century by Scottish engineer James Watt to compare the output of steam engines with the power of draft horses. It was later expanded to include the output power of other types of piston engines, as well as turbines, electric motors and other machinery.[1][2] The definition of the unit varied among geographical regions. Most countries now use the SI unit watt for measurement of power. With the implementation of the EU Directive 80/181/EEC on 1 January 2010, the use of horsepower in the EU is permitted only as a supplementary unit.[3]"
Huygens%E2%80%93Fresnel_principle,Physics,2,"The Huygens–Fresnel principle (named after Dutch physicist Christiaan Huygens and French physicist Augustin-Jean Fresnel) is a method of analysis applied to problems of wave propagation both in the far-field limit and in near-field diffraction and also reflection.  It states that every point on a wavefront is itself the source of spherical wavelets, and the secondary wavelets emanating from different points mutually interfere.[1] The sum of these spherical wavelets forms the wavefront.
"
Hydrostatics,Physics,2,"Fluid statics or hydrostatics is the branch of fluid mechanics that studies ""fluids at rest and the pressure in a fluid or exerted by a fluid on an immersed body"".[1] It encompasses the study of the conditions under which fluids are at rest in stable equilibrium as opposed to fluid dynamics, the study of fluids in motion. Hydrostatics are categorized as a part of the fluid statics, which is the study of all fluids, incompressible or not, at rest.
 Hydrostatics is fundamental to hydraulics, the engineering of equipment for storing, transporting and using fluids.  It is also relevant to geophysics and astrophysics (for example, in understanding plate tectonics and the anomalies of the Earth's gravitational field), to meteorology, to medicine (in the context of blood pressure), and many other fields.
 Hydrostatics offers physical explanations for many phenomena of everyday life, such as why atmospheric pressure changes with altitude, why wood and oil float on water, and why the surface of still water is always level.
"
Ice_point,Physics,2,"Melting, or fusion, is a physical process that results in the phase transition of a substance from a solid to a liquid. This occurs when the internal energy of the solid increases, typically by the application of heat or pressure, which increases the substance's temperature to the melting point. At the melting point, the ordering of ions or molecules in the solid breaks down to a less ordered state, and the solid melts to become a liquid.
 Substances in the molten state generally have reduced viscosity as  the temperature increases. An exception to this principle is the element sulfur, whose viscosity increases in the range of 160 °C to 180 °C due to polymerization.[1] Some organic compounds melt through mesophases, states of partial order between solid and liquid.
"
Electrical_impedance,Physics,2,"In electrical engineering, electrical impedance is the measure of the opposition that a circuit presents to a current when a voltage is applied.
 Quantitatively, the impedance of a two-terminal circuit element is the ratio of the complex representation of the sinusoidal voltage between its terminals, to the complex representation of the current flowing through it.[1] In general, it depends upon the frequency of the sinusoidal voltage. 
 Impedance extends the concept of resistance to alternating current (AC) circuits, and possesses both magnitude and phase, unlike resistance, which has only magnitude. When a circuit is driven with direct current (DC), there is no distinction between impedance and resistance; the latter can be thought of as impedance with zero phase angle.
 Impedance is a complex number, with the same units as resistance, for which the SI unit is the ohm (Ω).
Its symbol is usually Z, and it may be represented by writing its magnitude and phase in the polar form |Z|∠θ. However, cartesian complex number representation is often more powerful for circuit analysis purposes.
 The notion of impedance is useful for performing AC analysis of electrical networks, because it allows relating sinusoidal voltages and currents by a simple linear law.  
In multiple port networks, the two-terminal definition of impedance is inadequate, but the complex voltages at the ports and the currents flowing through them are still linearly related by the impedance matrix.[2] The reciprocal of impedance is admittance, whose SI unit is the siemens, formerly called mho.
 Instruments used to measure the electrical impedance are called impedance analyzers.
"
Indefinite_integral,Physics,2,"In calculus, an antiderivative, inverse derivative, primitive function, primitive integral or indefinite integral[Note 1] of a function f is a differentiable function F whose derivative is equal to the original function f. This can be stated symbolically as F'  = f.[1][2] The process of solving for antiderivatives is called antidifferentiation (or indefinite integration), and its opposite operation is called differentiation, which is the process of finding a derivative. Antiderivatives are often denoted by capital Roman letters such as F and G.[3] Antiderivatives are related to definite integrals through the fundamental theorem of calculus: the definite integral of a function over an interval is equal to the difference between the values of an antiderivative evaluated at the endpoints of the interval.
 In physics, antiderivatives arise in the context of rectilinear motion (e.g., in explaining the relationship between position, velocity and acceleration).[4] The discrete equivalent of the notion of antiderivative is antidifference.
"
Inductance,Physics,2,"In electromagnetism and electronics, inductance is the tendency of an electrical conductor to oppose a change in the electric current flowing through it.  The flow of electric current creates a magnetic field around the conductor. The field strength depends on the magnitude of the current, and follows any changes in current. From Faraday's law of induction, any change in magnetic field through a circuit induces an electromotive force (EMF) (voltage) in the conductors, a process known as electromagnetic induction. This induced voltage created by the changing current has the effect of opposing the change in current. This is stated by Lenz's law, and the voltage is called back EMF.
 Inductance is defined as the ratio of the induced voltage to the rate of change of current causing it.  It is a proportionality factor that depends on the geometry of circuit conductors and the magnetic permeability of nearby materials.[1]  An electronic component designed to add inductance to a circuit is called an inductor.  It typically consists of a coil or helix of wire.
 The term inductance was coined by Oliver Heaviside in 1886.[2] It is customary to use the symbol 



L


{  L}
 for inductance, in honour of the physicist Heinrich Lenz.[3][4] In the SI system, the unit of inductance is the henry (H), which is the amount of inductance that causes a voltage of one volt, when the current is changing at a rate of one ampere per second. It is named for Joseph Henry, who discovered inductance independently of Faraday.[5]"
Infrasound,Physics,2,"
 Infrasound, sometimes referred to as low-frequency sound, describes sound waves with a frequency below the lower limit of audibility (generally 20 Hz). Hearing becomes gradually less sensitive as frequency decreases, so for humans to perceive infrasound, the sound pressure must be sufficiently high. The ear is the primary organ for sensing low sound, but at higher intensities it is possible to feel infrasound vibrations in various parts of the body.
 The study of such sound waves is sometimes referred to as infrasonics, covering sounds beneath 20 Hz down to 0.1 Hz. and rarely to 0.001 Hz. People use this frequency range for monitoring earthquakes and volcanoes, charting rock and petroleum formations below the earth, and also in ballistocardiography and seismocardiography to study the mechanics of the heart.
 Infrasound is characterized by an ability to get around obstacles with little dissipation. In music, acoustic waveguide methods, such as a large pipe organ or, for reproduction, exotic loudspeaker designs such as transmission line, rotary woofer, or traditional subwoofer designs can produce low-frequency sounds, including near-infrasound. Subwoofers designed to produce infrasound are capable of sound reproduction an octave or more below that of most commercially available subwoofers, and are often about 10 times the size.[citation needed]"
Inertia,Physics,2,"Inertia is the resistance of any physical object to any change in its velocity. This includes changes to the object's speed, or direction of motion. 
An aspect of this property is the tendency of objects to keep moving in a straight line at a constant speed, when no forces act upon them.
 Inertia comes from the Latin word, iners, meaning idle, sluggish. Inertia is one of the primary manifestations of mass, which is a quantitative property of physical systems. Isaac Newton defined inertia as his first law in his Philosophiæ Naturalis Principia Mathematica, which states:
 The vis insita, or innate force of matter, is a power of resisting by which every body, as much as in it lies, endeavours to preserve its present state, whether it be of rest or of moving uniformly forward in a straight line.[1] In common usage, the term ""inertia"" may refer to an object's ""amount of resistance to change in velocity"" or for simpler terms, ""resistance to a change in motion"" (which is quantified by its mass), or sometimes to its momentum, depending on the context.  The term ""inertia"" is more properly understood as shorthand for ""the principle of inertia"" as described by Newton in his first law of motion: an object not subject to any net external force moves at a constant velocity. Thus, an object will continue moving at its current velocity until some force causes its speed or direction to change.
 On the surface of the Earth, inertia is often masked by gravity and the effects of friction and air resistance, both of which tend to decrease the speed of moving objects (commonly to the point of rest). This misled the philosopher Aristotle to believe that objects would move only as long as force was applied to them.[2][3] The principle of inertia is one of the fundamental principles in classical physics that are still used today to describe the motion of objects and how they are affected by the applied forces on them.
"
Electrical_reactance#Inductive_reactance,Physics,2,"In electric and electronic systems, reactance is the opposition of a circuit element to the flow of current due to that element's inductance or capacitance. Greater reactance leads to smaller currents for the same voltage applied. Reactance is similar to electric resistance in this respect, but differs in that reactance does not lead to dissipation of electrical energy as heat.  Instead, energy is stored in the reactance, and later returned to the circuit whereas a resistance continuously loses energy.
 Reactance is used to compute amplitude and phase changes of sinusoidal alternating current (AC) going through a circuit element. It is denoted by the symbol 





X




{  \scriptstyle {X}}
. An ideal resistor has zero reactance, whereas ideal inductors and capacitors have zero resistance – that is, respond to current only by reactance. As frequency increases, inductive reactance also increases and capacitive reactance decreases.
"
Integral,Physics,2,"In mathematics, an integral assigns numbers to functions in a way that can describe displacement, area, volume, and other concepts that arise by combining infinitesimal data. Integration is one of the two main operations of calculus; its inverse operation, differentiation, is the other. Given a function f of a real variable x and an interval [a, b] of the real line, the definite integral of f from a to b can be interpreted informally as the signed area of the region in the xy-plane that is bounded by the graph of f, the x-axis and the vertical lines x = a and x = b. It is denoted
 The operation of integration, up to an additive constant, is the inverse of the operation of differentiation. For this reason, the term integral may also refer to the related notion of the antiderivative, called an indefinite integral, a function F whose derivative is the given function f. In this case, it is written:
 The integrals discussed in this article are those termed definite integrals. It is the fundamental theorem of calculus that connects differentiation with the definite integral: if f is a continuous real-valued function defined on a closed interval [a, b], then once an antiderivative F of f is known, the definite integral of f over that interval is given by
 The principles of integration were formulated independently by Isaac Newton and Gottfried Wilhelm Leibniz in the late 17th century, who thought of the integral as an infinite sum of rectangles of infinitesimal width. Bernhard Riemann later gave a rigorous mathematical definition of integrals, which is based on a limiting procedure that approximates the area of a curvilinear region by breaking the region into thin vertical slabs. Beginning in the 19th century, more sophisticated notions of integrals began to appear, where the type of the function as well as the domain over which the integration is performed has been generalized. A line integral is defined for functions of two or more variables, and the interval of integration [a, b] is replaced by a curve connecting the two endpoints. In a surface integral, the curve is replaced by a piece of a surface in three-dimensional space.
"
Integral_transform,Physics,2,"In mathematics, an integral transform maps a function from its original function space into another function space via integration, where some of the properties of the original function might be more easily characterized and manipulated than in the original function space. The transformed function can generally be mapped back to the original function space using the inverse transform.
"
International_System_of_Units,Physics,2,"
 The  International System of Units (SI, abbreviated from the French Système international (d'unités)) is the modern form of the metric system. It is the only system of measurement with an official status in nearly every country in the world. It comprises a coherent system of units of measurement starting with seven base units, which are the second (the unit of time with the symbol s), metre (length, m), kilogram (mass, kg), ampere (electric current, A), kelvin (thermodynamic temperature, K), mole (amount of substance, mol), and candela (luminous intensity, cd). The system allows for an unlimited number of additional units, called derived units, which can always be represented as products of powers of the base units.[Note 1] Twenty-two derived units have been provided with special names and symbols.[Note 2] The seven base units and the 22 derived units with special names and symbols may be used in combination to express other derived units,[Note 3] which are adopted to facilitate measurement of diverse quantities. The SI system also provides twenty prefixes to the unit names and unit symbols that may be used when specifying power-of-ten (i.e. decimal) multiples and sub-multiples of SI units. The SI is intended to be an evolving system; units and prefixes are created and unit definitions are modified through international agreement as the technology of measurement progresses and the precision of measurements improves.
 Since 2019, the magnitudes of all SI units have been defined by declaring exact numerical values for seven defining constants when expressed in terms of their SI units. These defining constants are the speed of light in vacuum, c, the hyperfine transition frequency of caesium ΔνCs, the Planck constant h, the elementary charge e, the Boltzmann constant k, the Avogadro constant NA, and the luminous efficacy Kcd. The nature of the defining constants ranges from fundamental constants of nature such as c to the purely technical constant Kcd. Prior to 2019, h, e, k, and NA were not defined a priori but were rather very precisely measured quantities. In 2019, their values were fixed by definition to their best estimates at the time, ensuring continuity with previous definitions of the base units. One consequence of the redefinition of the SI is that the distinction between the base units and derived units is in principle not needed, since any unit can be constructed directly from the seven defining constants.[2]:129 The current way of defining the SI system is a result of a decades-long move towards increasingly abstract and idealised formulation in which the realisations of the units are separated conceptually from the definitions. A consequence is that as science and technologies develop, new and superior realisations may be introduced without the need to redefine the unit.  One problem with artefacts is that they can be lost, damaged, or changed; another is that they introduce uncertainties that cannot be reduced by advancements in science and technology. The last artefact used by the SI was the International Prototype of the Kilogram, a cylinder of platinum-iridium.
 The original motivation for the development of the SI was the diversity of units that had sprung up within the centimetre–gram–second (CGS) systems (specifically the inconsistency between the systems of electrostatic units and electromagnetic units) and the lack of coordination between the various disciplines that used them. The General Conference on Weights and Measures (French: Conférence générale des poids et mesures – CGPM), which was established by the Metre Convention of 1875, brought together many international organisations to establish the definitions and standards of a new system and to standardise the rules for writing and presenting measurements. The system was published in 1960 as a result of an initiative that began in 1948,so is based on the metre–kilogram–second system of units (MKS) rather than any variant of the CGS.
"
Invariant_mass,Physics,2,"The invariant mass, rest mass, intrinsic mass, proper mass, or in the case of bound systems simply mass, is the portion of the total mass of an object or system of objects that is independent of the overall motion of the system.  More precisely, it is a characteristic of the system's total energy and momentum that is the same in all frames of reference related by Lorentz transformations.[1] If a center-of-momentum frame exists for the system, then the invariant mass of a system is equal to its total mass in that ""rest frame"". In other reference frames, where the system's momentum is nonzero, the total mass (a.k.a. relativistic mass) of the system is greater than the invariant mass, but the invariant mass remains unchanged.
 Due to mass–energy equivalence, the rest energy of the system is simply the invariant mass times the speed of light squared. Similarly, the total energy of the system is its total (relativistic) mass times the speed of light squared.
 Systems whose four-momentum is a null vector (for example a single photon or many photons moving in exactly the same direction) have zero invariant mass, and are referred to as massless. A physical object or particle moving faster than the speed of light would have space-like four-momenta (such as the hypothesized tachyon), and these do not appear to exist. Any time-like four-momentum possesses a reference frame where the momentum (3-dimensional) is zero, which is a center of momentum frame. In this case, invariant mass is positive and is referred to as the rest mass.
 If objects within a system are in relative motion, then the invariant mass of the whole system will differ from the sum of the objects' rest masses. This is also equal to the total energy of the system divided by c2. See mass–energy equivalence for a discussion of definitions of mass. Since the mass of systems must be measured with a weight or mass scale in a center of momentum frame in which the entire system has zero momentum, such a scale always measures the system's invariant mass. For example, a scale would measure the kinetic energy of the molecules in a bottle of gas to be part of invariant mass of the bottle, and thus also its rest mass. The same is true for massless particles in such system, which add invariant mass and also rest mass to systems, according to their energy.
 For an isolated massive system, the center of mass of the system moves in a straight line with a steady sub-luminal velocity (with a velocity depending on the reference frame used to view it). Thus, an observer can always be placed to move along with it. In this frame, which is the center-of-momentum frame, the total momentum is zero, and the system as a whole may be thought of as being ""at rest"" if it is a bound system (like a bottle of gas). In this frame, which exists under these assumptions, the invariant mass of the system is equal to the total system energy (in the zero-momentum frame) divided by c2. This total energy in the center of momentum frame, is the minimum energy which the system may be observed to have, when seen by various observers from various inertial frames.
 Note that for reasons above, such a rest frame does not exist for single photons, or rays of light moving in one direction. When two or more photons move in different directions, however, a center of mass frame (or ""rest frame"" if the system is bound) exists. Thus, the mass of a system of several photons moving in different directions is positive, which means that an invariant mass exists for this system even though it does not exist for each photon.
"
Ion,Physics,2,"
 An ion (/ˈaɪɒn, -ən/)[1] is an particle,atom or molecule with a net electrical charge. 
 The charge of the electron is considered negative by convention.  The negative charge of an ion is equal and opposite to charged proton(s) considered positive by convention.  The net charge of an ion is non-zero due to its total number of electrons being unequal to its total number of protons. 
 A cation is a positively charged ion, with fewer electrons than protons, while an anion is negatively charged, with more electrons than protons. Because of their opposite electric charges, cations and anions attract each other and readily form ionic compounds.
 Ions consisting of only a single atom are termed atomic or monatomic ions, while two or more atoms form molecular ions or polyatomic ions. In the case of physical ionization in a fluid (gas or liquid), ""ion pairs"" are created by spontaneous molecule collisions, where each generated pair consists of a free electron and a positive ion.[2] Ions are also created by chemical interactions, such as the dissolution of a salt in liquids, or by other means, such as passing a direct current through a conducting solution, dissolving an anode via ionization.
"
Ionic_bond,Physics,2,"
 Ionic bonding is a type of chemical bonding that involves the electrostatic attraction between oppositely charged ions[citation needed], or between two atoms with sharply different electronegativities,[1] and is the primary interaction occurring in ionic compounds. It is one of the main types of bonding along with covalent bonding and metallic bonding. Ions are atoms (or groups of atoms) with an electrostatic charge. Atoms that gain electrons make negatively charged ions (called anions). Atoms that lose electrons make positively charged ions (called cations). This transfer of electrons is known as electrovalence in contrast to covalence. In the simplest case, the cation is a metal atom and the anion is a nonmetal atom, but these ions can be of a more complex nature, e.g. molecular ions like NH+4 or SO2−4. In simpler words, an ionic bond results from the transfer of electrons from a metal to a non-metal in order to obtain a full valence shell for both atoms.
 It is important to recognize that clean ionic bonding — in which one atom or molecule completely transfers an electron to another — cannot exist: all ionic compounds have some degree of covalent bonding, or electron sharing. Thus, the term ""ionic bonding"" is given when the ionic character is greater than the covalent character – that is, a bond in which a large electronegativity difference exists between the two atoms, causing the bonding to be more polar (ionic) than in covalent bonding where electrons are shared more equally. Bonds with partially ionic and partially covalent character are called polar covalent bonds. 
 Ionic compounds conduct electricity when molten or in solution, typically not when solid. Ionic compounds generally have a high melting point, depending on the charge of the ions they consist of. The higher the charges the stronger the cohesive forces and the higher the melting point. They also tend to be soluble in water; the stronger the cohesive forces, the lower the solubility.[2]"
Ionization,Physics,2,"Ionization or ionisation is the process by which an atom or a molecule acquires a negative or positive charge by gaining or losing electrons, often in conjunction with other chemical changes. The resulting electrically charged atom or molecule is called an ion. Ionization can result from the loss of an electron after collisions with subatomic particles, collisions with other atoms, molecules and ions, or through the interaction with electromagnetic radiation. Heterolytic bond cleavage and heterolytic substitution reactions can result in the formation of ion pairs. Ionization can occur through radioactive decay by the internal conversion process, in which an excited nucleus transfers its energy to one of the inner-shell electrons causing it to be ejected.
"
Ionization_chamber,Physics,2,"The ionization chamber is the simplest of all gas-filled radiation detectors, and is widely used for the detection and measurement of certain types of ionizing radiation; X-rays, gamma rays, and beta particles. Conventionally, the term ""ionization chamber"" is used exclusively to describe those detectors which collect all the charges created by direct ionization within the gas through the application of an electric field.[1] It only uses the discrete charges created by each interaction between the incident radiation and the gas, and does not involve the gas multiplication mechanisms used by other radiation instruments, such as the Geiger counter or the proportional counter.
 Ion chambers have a good uniform response to radiation over a wide range of energies and are the preferred means of measuring high levels of gamma radiation. They are widely used in the nuclear power industry, research labs, radiography, radiobiology, and environmental monitoring.
"
